func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
setWebSocket,core/src/main/java/hudson/slaves/JNLPLauncher.java:181:11::hudson.slaves.JNLPLauncher.void setWebSocket(booleanwebSocket),JNLPLauncher.java,core/src/main/java/hudson/slaves/JNLPLauncher.java,181,183,11,4,6222,6301,"[(181, ""'void setWebSocket(boolean webSocket) {\\n        this.webSocket = webSocket;\\n    }'"")]"
setBuilds,"core/src/main/java/jenkins/widgets/RunListProgressiveRendering.java:54:11::jenkins.widgets.RunListProgressiveRendering.void setBuilds(Iterable<?extendsRun<?,?>>builds)",RunListProgressiveRendering.java,core/src/main/java/jenkins/widgets/RunListProgressiveRendering.java,54,56,11,4,2222,2311,"[(54, ""'void setBuilds(Iterable<? extends Run<?, ?>> builds) {\\n        this.builds = builds;\\n    }'"")]"
isValidPath,core/src/main/java/jenkins/org/apache/commons/validator/routines/UrlValidator.java:448:14::jenkins.org.apache.commons.validator.routines.UrlValidator.boolean isValidPath(Stringpath),UrlValidator.java,core/src/main/java/jenkins/org/apache/commons/validator/routines/UrlValidator.java,448,475,14,4,17730,18592,"[(448, '\'boolean isValidPath(String path) {\\n        if (path == null) {\\n            return false;\\n        }\\n\\n        if (!PATH_PATTERN.matcher(path).matches()) {\\n            return false;\\n        }\\n\\n        try {\\n            // Don\\\'t omit host otherwise leading path may be taken as host if it starts with //\\n            URI uri = new URI(null, ""localhost"", path, null);\\n            String norm = uri.normalize().getPath();\\n            if (norm.startsWith(""/../"") // Trying to go via the parent dir\\n                    || norm.equals(""/.."")) {   // Trying to go to the parent dir\\n                return false;\\n            }\\n        } catch (URISyntaxException e) {\\n            return false;\\n        }\\n\\n        int slash2Count = countToken(""//"", path);\\n        if (isOff(ALLOW_2_SLASHES) && slash2Count > 0) {\\n            return false;\\n        }\\n\\n        return true;\\n    }\'')]"
createInstallationJob,"core/src/main/java/hudson/model/UpdateSite.java:266:14::hudson.model.UpdateSite.UpdateCenter.InstallationJob createInstallationJob(Pluginplugin,UpdateCenteruc,booleandynamicLoad)",UpdateSite.java,core/src/main/java/hudson/model/UpdateSite.java,266,268,14,4,9582,9788,"[(266, ""'UpdateCenter.InstallationJob createInstallationJob(Plugin plugin, UpdateCenter uc, boolean dynamicLoad) {\\n        return uc.new InstallationJob(plugin, this, Jenkins.getAuthentication2(), dynamicLoad);\\n    }'"")]"
copyLarge,"core/src/main/java/hudson/util/IOUtils.java:516:18::hudson.util.IOUtils.long copyLarge(InputStreaminput,OutputStreamoutput)",IOUtils.java,core/src/main/java/hudson/util/IOUtils.java,516,518,18,4,18602,18753,"[(516, ""'long copyLarge(InputStream input, OutputStream output) throws IOException {\\n        return org.apache.commons.io.IOUtils.copyLarge(input, output);\\n    }'"")]"
indexOf,core/src/main/java/hudson/util/RunList.java:178:11::hudson.util.RunList.int indexOf(Objecto),RunList.java,core/src/main/java/hudson/util/RunList.java,178,186,11,4,5579,5766,"[(178, ""'int indexOf(Object o) {\\n        int index = 0;\\n        for (R r : this) {\\n            if (r.equals(o))\\n                return index;\\n            index++;\\n        }\\n        return -1;\\n    }'"")]"
getAdminMonitorTestUrl,test/src/test/java/hudson/diagnosis/ReverseProxySetupMonitorTest.java:281:12::hudson.diagnosis.ReverseProxySetupMonitorTest.String getAdminMonitorTestUrl(JenkinsRulej),ReverseProxySetupMonitorTest.java,test/src/test/java/hudson/diagnosis/ReverseProxySetupMonitorTest.java,281,283,12,4,11467,11630,"[(281, '\'String getAdminMonitorTestUrl(JenkinsRule j) {\\n        return j.jenkins.getAdministrativeMonitor(ReverseProxySetupMonitor.class.getName()).getUrl() + ""/test"";\\n    }\'')]"
checkPermissionsAndAddToList,"core/src/main/java/hudson/model/Queue.java:800:12::hudson.model.Queue.List<Item> checkPermissionsAndAddToList(List<Item>r,Itemt)",Queue.java,core/src/main/java/hudson/model/Queue.java,800,806,12,4,30913,31193,"[(800, '""List<Item> checkPermissionsAndAddToList(List<Item> r, Item t) {\\n        // TODO Changing the second arg to \'true\' should reveal some tasks currently hidden for no obvious reason\\n        if (hasReadPermission(t.task, false)) {\\n            r.add(t);\\n        }\\n        return r;\\n    }""')]"
setCorrelationId,core/src/main/java/jenkins/telemetry/Correlator.java:62:4::jenkins.telemetry.Correlator.void setCorrelationId(StringcorrelationId),Correlator.java,core/src/main/java/jenkins/telemetry/Correlator.java,62,64,4,4,2325,2419,"[(62, ""'void setCorrelationId(String correlationId) {\\n        this.correlationId = correlationId;\\n    }'"")]"
findResource,core/src/main/java/jenkins/model/AssetManager.java:78:26::jenkins.model.AssetManager.URL findResource(@NonNullStringpath),AssetManager.java,core/src/main/java/jenkins/model/AssetManager.java,78,103,26,4,2718,3588,"[(78, '\'URL findResource(@NonNull String path) throws IOException {\\n        if (StringUtils.isBlank(path)) {\\n            return null;\\n        }\\n\\n        if (path.contains("".."")) // crude avoidance of directory traversal attack\\n            throw new IllegalArgumentException(path);\\n\\n        String name;\\n        if (path.charAt(0) == \\\'/\\\') {\\n            name = ""assets"" + path;\\n        } else {\\n            name = ""assets/"" + path;\\n        }\\n\\n        ClassLoader cl = Jenkins.class.getClassLoader();\\n        URL url = ClassLoaderReflectionToolkit._findResource(cl, name);\\n        if (url == null) {\\n            // pick the last one, which is the one closest to the leaf of the classloader tree.\\n            Enumeration<URL> e = cl.getResources(name);\\n            while (e.hasMoreElements()) {\\n                url = e.nextElement();\\n            }\\n        }\\n        return url;\\n    }\'')]"
getProjectAction,"core/src/main/java/hudson/model/JobProperty.java:171:17::hudson.model.JobProperty.Action getProjectAction(AbstractProject<?,?>project)",JobProperty.java,core/src/main/java/hudson/model/JobProperty.java,171,173,17,4,5944,6047,"[(171, ""'Action getProjectAction(AbstractProject<?, ?> project) {\\n        return getJobAction((J) project);\\n    }'"")]"
contains,core/src/main/java/jenkins/model/lazy/SortedIntList.java:72:11::jenkins.model.lazy.SortedIntList.boolean contains(inti),SortedIntList.java,core/src/main/java/jenkins/model/lazy/SortedIntList.java,72,74,11,4,2403,2462,"[(72, ""'boolean contains(int i) {\\n        return find(i) >= 0;\\n    }'"")]"
permits,core/src/main/java/jenkins/security/CustomClassFilter.java:111:15::jenkins.security.Static.Boolean permits(Class<?>c),CustomClassFilter.java,core/src/main/java/jenkins/security/CustomClassFilter.java,111,113,15,8,4725,4804,"[(111, ""'Boolean permits(Class<?> c) {\\n            return permits(c.getName());\\n        }'"")]"
write,core/src/main/java/hudson/util/io/ReopenableFileOutputStream.java:74:11::hudson.util.io.ReopenableFileOutputStream.void write(byte[]b),ReopenableFileOutputStream.java,core/src/main/java/hudson/util/io/ReopenableFileOutputStream.java,74,76,11,4,2684,2758,"[(74, ""'void write(byte[] b) throws IOException {\\n        current().write(b);\\n    }'"")]"
defaultToTrue,core/src/main/java/hudson/Functions.java:1697:18::hudson.Functions.boolean defaultToTrue(Booleanb),Functions.java,core/src/main/java/hudson/Functions.java,1697,1700,18,4,63122,63215,"[(1697, ""'boolean defaultToTrue(Boolean b) {\\n        if (b == null) return true;\\n        return b;\\n    }'"")]"
doConfigSubmit,"core/src/main/java/hudson/slaves/Cloud.java:317:11::hudson.slaves.Cloud.HttpResponse doConfigSubmit(StaplerRequestreq,StaplerResponsersp)",Cloud.java,core/src/main/java/hudson/slaves/Cloud.java,317,335,11,4,12881,13750,"[(317, '\'HttpResponse doConfigSubmit(StaplerRequest req, StaplerResponse rsp) throws IOException, ServletException, Descriptor.FormException {\\n        checkPermission(Jenkins.ADMINISTER);\\n\\n        Jenkins j = Jenkins.get();\\n        Cloud cloud = j.getCloud(this.name);\\n        if (cloud == null) {\\n            throw new ServletException(""No such cloud "" + this.name);\\n        }\\n        Cloud result = cloud.reconfigure(req, req.getSubmittedForm());\\n        String proposedName = result.name;\\n        if (!proposedName.equals(this.name)\\n                && j.getCloud(proposedName) != null) {\\n            throw new Descriptor.FormException(jenkins.agents.Messages.CloudSet_CloudAlreadyExists(proposedName), ""name"");\\n        }\\n        j.clouds.replace(this, result);\\n        j.save();\\n        // take the user back to the cloud top page.\\n        return FormApply.success(""."");\\n    }\'')]"
sanitize,core/src/main/java/hudson/tools/ToolInstaller.java:127:12::hudson.tools.ToolInstaller.String sanitize(Strings),ToolInstaller.java,core/src/main/java/hudson/tools/ToolInstaller.java,127,129,12,4,5048,5153,"[(127, '\'String sanitize(String s) {\\n        return s != null ? s.replaceAll(""[^A-Za-z0-9_.-]+"", ""_"") : null;\\n    }\'')]"
setExecutorWithoutCompleting,core/src/main/java/jenkins/model/queue/AsynchronousExecution.java:116:30::jenkins.model.queue.AsynchronousExecution.void setExecutorWithoutCompleting(@NonNullExecutorexecutor),AsynchronousExecution.java,core/src/main/java/jenkins/model/queue/AsynchronousExecution.java,116,119,30,4,5510,5650,"[(116, ""'void setExecutorWithoutCompleting(@NonNull Executor executor) {\\n        assert this.executor == null;\\n        this.executor = executor;\\n    }'"")]"
assertNotContainsItems,"test/src/test/java/hudson/model/ViewTest.java:336:12::hudson.model.ViewTest.void assertNotContainsItems(Viewview,Task...items)",ViewTest.java,test/src/test/java/hudson/model/ViewTest.java,336,343,12,4,14372,14712,"[(336, '\'void assertNotContainsItems(View view, Task... items) {\\n        for (Task job : items) {\\n            assertFalse(\\n                    ""Queued items for "" + view.getDisplayName() + "" should not contain "" + job.getDisplayName(),\\n                    view.getQueueItems().contains(Queue.getInstance().getItem(job))\\n            );\\n        }\\n    }\'')]"
getDownstreamRelationship,core/src/main/java/hudson/model/AbstractBuild.java:1168:11::hudson.model.AbstractBuild.RangeSet getDownstreamRelationship(AbstractProjectthat),AbstractBuild.java,core/src/main/java/hudson/model/AbstractBuild.java,1168,1189,11,4,45733,46498,"[(1168, ""'RangeSet getDownstreamRelationship(AbstractProject that) {\\n        RangeSet rs = new RangeSet();\\n\\n        FingerprintAction f = getAction(FingerprintAction.class);\\n        if (f == null)     return rs;\\n\\n        // look for fingerprints that point to this build as the source, and merge them all\\n        for (Fingerprint e : f.getFingerprints().values()) {\\n\\n            if (upstreamCulprits) {\\n                // With upstreamCulprits, we allow downstream relationships\\n                // from intermediate jobs\\n                rs.add(e.getRangeSet(that));\\n            } else {\\n                BuildPtr o = e.getOriginal();\\n                if (o != null && o.is(this))\\n                    rs.add(e.getRangeSet(that));\\n            }\\n        }\\n\\n        return rs;\\n    }'"")]"
getWorkDirOptions,core/src/main/java/hudson/slaves/JNLPLauncher.java:207:11::hudson.slaves.JNLPLauncher.String getWorkDirOptions(@NonNullComputercomputer),JNLPLauncher.java,core/src/main/java/hudson/slaves/JNLPLauncher.java,207,212,11,4,7005,7227,"[(207, '\'String getWorkDirOptions(@NonNull Computer computer) {\\n        if (!(computer instanceof SlaveComputer)) {\\n            return """";\\n        }\\n        return workDirSettings.toCommandLineString((SlaveComputer) computer);\\n    }\'')]"
extractVersion,"core/src/main/java/jenkins/slaves/RemotingVersionInfo.java:68:19::jenkins.slaves.RemotingVersionInfo.VersionNumber extractVersion(@NonNullPropertiesprops,@NonNullStringpropertyName)",RemotingVersionInfo.java,core/src/main/java/jenkins/slaves/RemotingVersionInfo.java,68,89,19,4,2537,3567,"[(68, '\'VersionNumber extractVersion(@NonNull Properties props, @NonNull String propertyName)\\n            throws ExceptionInInitializerError {\\n        String prop = props.getProperty(propertyName);\\n        if (prop == null) {\\n            throw new ExceptionInInitializerError(String.format(\\n                    ""Property %s is not defined in %s"", propertyName, RESOURCE_NAME));\\n        }\\n\\n        if (prop.contains(""${"")) { // Due to whatever reason, Maven does not nullify them\\n            throw new ExceptionInInitializerError(String.format(\\n                    ""Property %s in %s has unresolved variable(s). Raw value: %s"",\\n                    propertyName, RESOURCE_NAME, prop));\\n        }\\n\\n        try {\\n            return new VersionNumber(prop);\\n        } catch (RuntimeException ex) {\\n            throw new ExceptionInInitializerError(new IOException(\\n                    String.format(""Failed to parse version for for property %s in %s. Raw Value: %s"",\\n                    propertyName, RESOURCE_NAME, prop), ex));\\n        }\\n    }\'')]"
execute,core/src/main/java/hudson/model/FingerprintCleanupThread.java:75:11::hudson.model.FingerprintCleanupThread.void execute(TaskListenerlistener),FingerprintCleanupThread.java,core/src/main/java/hudson/model/FingerprintCleanupThread.java,75,87,11,4,2661,3309,"[(75, '\'void execute(TaskListener listener) {\\n        if (GlobalFingerprintConfiguration.get().isFingerprintCleanupDisabled()) {\\n            LOGGER.fine(""Fingerprint cleanup is disabled. Skipping execution"");\\n            return;\\n        }\\n        FingerprintStorage.get().iterateAndCleanupFingerprints(listener);\\n\\n        final FileFingerprintStorage fileFingerprintStorage = ExtensionList.lookupSingleton(FileFingerprintStorage.class);\\n        if (!(FingerprintStorage.get() instanceof FileFingerprintStorage) &&\\n                fileFingerprintStorage.isReady()) {\\n            fileFingerprintStorage.iterateAndCleanupFingerprints(listener);\\n        }\\n    }\'')]"
encryptNew,core/src/test/java/hudson/util/SecretRewriterTest.java:67:12::hudson.util.SecretRewriterTest.String encryptNew(Stringstr),SecretRewriterTest.java,core/src/test/java/hudson/util/SecretRewriterTest.java,67,69,12,4,3139,3234,"[(67, ""'String encryptNew(String str) {\\n        return Secret.fromString(str).getEncryptedValue();\\n    }'"")]"
report,"core/src/main/java/hudson/diagnosis/OldDataMonitor.java:167:18::hudson.diagnosis.OldDataMonitor.void report(Saveableobj,Stringversion)",OldDataMonitor.java,core/src/main/java/hudson/diagnosis/OldDataMonitor.java,167,182,18,4,5813,6485,"[(167, '\'void report(Saveable obj, String version) {\\n        OldDataMonitor odm = get(Jenkins.get());\\n        try {\\n            SaveableReference ref = referTo(obj);\\n            while (true) {\\n                VersionRange vr = odm.data.get(ref);\\n                if (vr != null && odm.data.replace(ref, vr, new VersionRange(vr, version, null))) {\\n                    break;\\n                } else if (odm.data.putIfAbsent(ref, new VersionRange(null, version, null)) == null) {\\n                    break;\\n                }\\n            }\\n        } catch (IllegalArgumentException ex) {\\n            LOGGER.log(Level.WARNING, ""Bad parameter given to OldDataMonitor"", ex);\\n        }\\n    }\'')]"
tryConfigDotXml,"test/src/test/java/hudson/model/JobTest.java:252:19::hudson.model.JobTest.void tryConfigDotXml(JenkinsRule.WebClientwc,intstatus,Stringmsg)",JobTest.java,test/src/test/java/hudson/model/JobTest.java,252,265,19,4,9911,10735,"[(252, '\'void tryConfigDotXml(JenkinsRule.WebClient wc, int status, String msg) throws Exception {\\n        // Verify we can GET the config.xml:\\n        Page p = wc.goTo(""job/testJob/config.xml"", ""application/xml"");\\n        assertEquals(""Retrieving config.xml should be ok"", HttpURLConnection.HTTP_OK, p.getWebResponse().getStatusCode());\\n\\n        // This page is a simple form to POST to /job/testJob/config.xml\\n        // But it posts invalid data so we expect 500 if we have permission, 403 if not\\n        HtmlPage page = wc.goTo(""userContent/post.html"");\\n        p = HtmlFormUtil.submit(page.getForms().get(0));\\n        assertEquals(msg, status, p.getWebResponse().getStatusCode());\\n\\n        p = wc.goTo(""logout"");\\n        assertEquals(""To logout should be ok"", HttpURLConnection.HTTP_OK, p.getWebResponse().getStatusCode());\\n    }\'')]"
_indexOf,"core/src/main/java/hudson/Util.java:1664:19::hudson.Util.int _indexOf(@NonNullStrings,charch)",Util.java,core/src/main/java/hudson/Util.java,1664,1668,19,4,64677,64818,"[(1664, ""'int _indexOf(@NonNull String s, char ch) {\\n        int idx = s.indexOf(ch);\\n        if (idx < 0)  return s.length();\\n        return idx;\\n    }'"")]"
get,core/src/main/java/hudson/util/RunList.java:151:11::hudson.util.RunList.R get(intindex),RunList.java,core/src/main/java/hudson/util/RunList.java,151,153,11,4,4705,4777,"[(151, ""'R get(int index) {\\n        return Iterators.get(iterator(), index);\\n    }'"")]"
getCrumb,core/src/main/java/hudson/security/csrf/CrumbIssuer.java:73:11::hudson.security.csrf.CrumbIssuer.String getCrumb(ServletRequestrequest),CrumbIssuer.java,core/src/main/java/hudson/security/csrf/CrumbIssuer.java,73,90,11,4,2534,3132,"[(73, ""'String getCrumb(ServletRequest request) {\\n        String crumb = null;\\n        if (request != null) {\\n            crumb = (String) request.getAttribute(CRUMB_ATTRIBUTE);\\n        }\\n        if (crumb == null) {\\n            crumb = issueCrumb(request, getDescriptor().getCrumbSalt());\\n            if (request != null) {\\n                if (crumb != null && crumb.length() > 0) {\\n                    request.setAttribute(CRUMB_ATTRIBUTE, crumb);\\n                } else {\\n                    request.removeAttribute(CRUMB_ATTRIBUTE);\\n                }\\n            }\\n        }\\n\\n        return crumb;\\n    }'"")]"
equals,core/src/main/java/jenkins/model/lazy/BuildReferenceMapAdapter.java:144:11::jenkins.model.lazy.BuildReferenceMapAdapter.boolean equals(Objecto),BuildReferenceMapAdapter.java,core/src/main/java/jenkins/model/lazy/BuildReferenceMapAdapter.java,144,146,11,4,3513,3597,"[(144, ""'boolean equals(Object o) {\\n        return core.equals(o); // TODO this is wrong\\n    }'"")]"
doDynamic,"core/src/main/java/jenkins/model/AssetManager.java:50:11::jenkins.model.AssetManager.void doDynamic(StaplerRequestreq,StaplerResponsersp)",AssetManager.java,core/src/main/java/jenkins/model/AssetManager.java,50,68,11,4,1384,2336,"[(50, '\'void doDynamic(StaplerRequest req, StaplerResponse rsp) throws IOException, ServletException {\\n        String path = req.getRestOfPath();\\n        URL resource = findResource(path);\\n\\n        if (resource == null) {\\n            rsp.setStatus(HttpServletResponse.SC_NOT_FOUND);\\n            return;\\n        }\\n\\n        // Stapler routes requests like the ""/static/.../foo/bar/zot"" to be treated like ""/foo/bar/zot""\\n        // and this is used to serve long expiration header, by using Jenkins.VERSION_HASH as ""...""\\n        // to create unique URLs. Recognize that and set a long expiration header.\\n        String requestPath = req.getRequestURI().substring(req.getContextPath().length());\\n        boolean staticLink = requestPath.startsWith(""/static/"");\\n        long expires = staticLink ? TimeUnit.DAYS.toMillis(365) : -1;\\n\\n        // use serveLocalizedFile to support automatic locale selection\\n        rsp.serveLocalizedFile(req, resource, expires);\\n    }\'')]"
zip,"core/src/main/java/jenkins/util/VirtualFile.java:368:11::jenkins.util.VirtualFile.int zip(OutputStreamoutputStream,Stringincludes,Stringexcludes,booleanuseDefaultExcludes,Stringprefix,OpenOption...openOptions)",VirtualFile.java,core/src/main/java/jenkins/util/VirtualFile.java,368,387,11,4,17207,18144,"[(368, '\'int zip(OutputStream outputStream, String includes, String excludes, boolean useDefaultExcludes,\\n                   String prefix, OpenOption... openOptions) throws IOException {\\n        String correctPrefix;\\n        if (StringUtils.isBlank(prefix)) {\\n            correctPrefix = """";\\n        } else {\\n            correctPrefix = Util.ensureEndsWith(prefix, ""/"");\\n        }\\n\\n        Collection<String> files = list(includes, excludes, useDefaultExcludes, openOptions);\\n        try (ZipOutputStream zos = new ZipOutputStream(outputStream)) {\\n            zos.setEncoding(System.getProperty(""file.encoding"")); // TODO JENKINS-20663 make this overridable via query parameter\\n\\n            for (String relativePath : files) {\\n                VirtualFile virtualFile = this.child(relativePath);\\n                sendOneZipEntry(zos, virtualFile, relativePath, correctPrefix, openOptions);\\n            }\\n        }\\n        return files.size();\\n    }\'')]"
check,"core/src/test/java/hudson/tasks/_maven/Maven3MojoNoteTest.java:27:12::hudson.tasks._maven.Maven3MojoNoteTest.void check(finalStringdecorated,finalStringinput)",Maven3MojoNoteTest.java,core/src/test/java/hudson/tasks/_maven/Maven3MojoNoteTest.java,27,30,12,4,1048,1280,"[(27, '\'void check(final String decorated, final String input) {\\n        assertTrue(input + "" does not match"" + Maven3MojoNote.PATTERN, Maven3MojoNote.PATTERN.matcher(input).matches());\\n        assertEquals(decorated, annotate(input));\\n    }\'')]"
xmlNode,test/src/test/java/hudson/model/ComputerConfigDotXmlTest.java:257:12::hudson.model.ComputerConfigDotXmlTest.ServletInputStream xmlNode(finalStringname),ComputerConfigDotXmlTest.java,test/src/test/java/hudson/model/ComputerConfigDotXmlTest.java,257,299,12,4,9647,10773,"[(257, ""'ServletInputStream xmlNode(final String name) {\\n\\n        class Stream extends ServletInputStream {\\n\\n            private final InputStream inner;\\n\\n            Stream(final InputStream inner) {\\n                this.inner = inner;\\n            }\\n\\n            @Override\\n            public int read() throws IOException {\\n                return inner.read();\\n            }\\n\\n            @Override\\n            public int read(byte[] b) throws IOException {\\n                return inner.read(b);\\n            }\\n\\n            @Override\\n            public int read(byte[] b, int off, int len) throws IOException {\\n                return inner.read(b, off, len);\\n            }\\n\\n            @Override\\n            public boolean isFinished() {\\n                return false;\\n            }\\n\\n            @Override\\n            public boolean isReady() {\\n                return true;\\n            }\\n\\n            @Override\\n            public void setReadListener(ReadListener readListener) {\\n                throw new UnsupportedOperationException();\\n            }\\n        }\\n\\n        return new Stream(Computer.class.getResourceAsStream(name));\\n    }'"")]"
getResources,core/src/main/java/hudson/util/MaskingClassLoader.java:91:11::hudson.util.MaskingClassLoader.Enumeration<URL> getResources(Stringname),MaskingClassLoader.java,core/src/main/java/hudson/util/MaskingClassLoader.java,91,95,11,4,2887,3064,"[(91, ""'Enumeration<URL> getResources(String name) throws IOException {\\n        if (isMasked(name)) return Collections.emptyEnumeration();\\n\\n        return super.getResources(name);\\n    }'"")]"
getFingerprint,core/src/main/java/jenkins/model/Jenkins.java:3256:11::jenkins.model.Jenkins.Object getFingerprint(Stringmd5sum),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,3256,3260,11,4,116160,116374,"[(3256, ""'Object getFingerprint(String md5sum) throws IOException {\\n        Fingerprint r = fingerprintMap.get(md5sum);\\n        if (r == null)     return new NoFingerprintMatch(md5sum);\\n        else            return r;\\n    }'"")]"
nbspIndent,core/src/main/java/hudson/Functions.java:746:18::hudson.Functions.String nbspIndent(Stringsize),Functions.java,core/src/main/java/hudson/Functions.java,746,750,18,4,26940,27136,"[(746, '\'String nbspIndent(String size) {\\n        int i = size.indexOf(\\\'x\\\');\\n        i = Integer.parseInt(i > 0 ? size.substring(0, i) : size) / 10;\\n        return ""&nbsp;"".repeat(Math.max(0, i - 1));\\n    }\'')]"
ensureCapacity,core/src/main/java/jenkins/model/lazy/SortedIntList.java:102:12::jenkins.model.lazy.SortedIntList.void ensureCapacity(inti),SortedIntList.java,core/src/main/java/jenkins/model/lazy/SortedIntList.java,102,108,12,4,2984,3192,"[(102, ""'void ensureCapacity(int i) {\\n        if (data.length < i) {\\n            int[] r = new int[Math.max(data.length * 2, i)];\\n            System.arraycopy(data, 0, r, 0, size);\\n            data = r;\\n        }\\n    }'"")]"
higher,core/src/main/java/jenkins/model/lazy/SortedList.java:98:11::jenkins.model.lazy.SortedList.int higher(Tv),SortedList.java,core/src/main/java/jenkins/model/lazy/SortedList.java,98,100,11,4,2820,2889,"[(98, ""'int higher(T v) {\\n        return Boundary.HIGHER.apply(find(v));\\n    }'"")]"
createCallable,"core/src/main/java/hudson/node_monitors/AbstractAsyncNodeMonitorDescriptor.java:54:37::hudson.node_monitors.AbstractAsyncNodeMonitorDescriptor.Callable<T,IOException> createCallable(Computerc)",AbstractAsyncNodeMonitorDescriptor.java,core/src/main/java/hudson/node_monitors/AbstractAsyncNodeMonitorDescriptor.java,54,54,37,88,1691,1742,"[(54, ""'Callable<T, IOException> createCallable(Computer c);'"")]"
autoLogin,"core/src/main/java/hudson/security/RememberMeServicesProxy.java:55:11::hudson.security.RememberMeServicesProxy.Authentication autoLogin(HttpServletRequestrequest,HttpServletResponseresponse)",RememberMeServicesProxy.java,core/src/main/java/hudson/security/RememberMeServicesProxy.java,55,59,11,4,2162,2379,"[(55, ""'Authentication autoLogin(HttpServletRequest request, HttpServletResponse response) {\\n        RememberMeServices d = delegate;\\n        if (d != null)     return d.autoLogin(request, response);\\n        return null;\\n    }'"")]"
toByteArray,core/src/main/java/hudson/util/IOUtils.java:260:18::hudson.util.IOUtils.byte[] toByteArray(Stringinput),IOUtils.java,core/src/main/java/hudson/util/IOUtils.java,260,262,18,4,9056,9179,"[(260, ""'byte[] toByteArray(String input) throws IOException {\\n        return org.apache.commons.io.IOUtils.toByteArray(input);\\n    }'"")]"
getParentOf,core/src/main/java/hudson/model/queue/Executables.java:45:27::hudson.model.queue.Executables.SubTask getParentOf(@NonNullExecutablee),Executables.java,core/src/main/java/hudson/model/queue/Executables.java,45,65,27,4,1731,2675,"[(45, '\'SubTask getParentOf(@NonNull Executable e)\\n            throws Error, RuntimeException {\\n        try {\\n            return e.getParent();\\n        } catch (AbstractMethodError ignored) { // will fallback to a private implementation\\n            try {\\n                Method m = e.getClass().getMethod(""getParent"");\\n                m.setAccessible(true);\\n                return (SubTask) m.invoke(e);\\n            } catch (IllegalAccessException x) {\\n                throw (Error) new IllegalAccessError().initCause(x);\\n            } catch (NoSuchMethodException x) {\\n                throw (Error) new NoSuchMethodError().initCause(x);\\n            } catch (InvocationTargetException x) {\\n                Throwable y = x.getTargetException();\\n                if (y instanceof Error)     throw (Error) y;\\n                if (y instanceof RuntimeException)     throw (RuntimeException) y;\\n                throw new Error(x);\\n            }\\n        }\\n    }\'')]"
onLeaveBlocked,core/src/main/java/hudson/model/queue/QueueListener.java:54:11::hudson.model.queue.QueueListener.void onLeaveBlocked(BlockedItembi),QueueListener.java,core/src/main/java/hudson/model/queue/QueueListener.java,54,54,11,48,1994,2031,"[(54, ""'void onLeaveBlocked(BlockedItem bi) {}'"")]"
reset,core/src/main/java/hudson/security/HudsonFilter.java:136:24::hudson.security.HudsonFilter.void reset(SecurityRealmsecurityRealm),HudsonFilter.java,core/src/main/java/hudson/security/HudsonFilter.java,136,156,24,4,5729,6708,"[(136, ""'void reset(SecurityRealm securityRealm) throws ServletException {\\n        if (securityRealm != null) {\\n            SecurityRealm.SecurityComponents sc = securityRealm.getSecurityComponents();\\n            AUTHENTICATION_MANAGER.setDelegate(sc.manager2);\\n            USER_DETAILS_SERVICE_PROXY.setDelegate(sc.userDetails2);\\n            REMEMBER_ME_SERVICES_PROXY.setDelegate(sc.rememberMe2);\\n            // make sure this.filter is always a valid filter.\\n            Filter oldf = this.filter;\\n            Filter newf = securityRealm.createFilter(this.filterConfig);\\n            newf.init(this.filterConfig);\\n            this.filter = newf;\\n            if (oldf != null)\\n                oldf.destroy();\\n        } else {\\n            // no security related filter needed.\\n            AUTHENTICATION_MANAGER.setDelegate(null);\\n            USER_DETAILS_SERVICE_PROXY.setDelegate(null);\\n            REMEMBER_ME_SERVICES_PROXY.setDelegate(null);\\n            filter = null;\\n        }\\n    }'"")]"
_put,core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java:552:14::jenkins.model.lazy.AbstractLazyLoadRunMap.R _put(Rvalue),AbstractLazyLoadRunMap.java,core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java,552,554,14,4,18570,18639,"[(552, ""'R _put(R value) {\\n        return put(getNumberOf(value), value);\\n    }'"")]"
toHtml,core/src/main/java/hudson/util/ClockDifference.java:93:18::hudson.util.ClockDifference.String toHtml(Noded),ClockDifference.java,core/src/main/java/hudson/util/ClockDifference.java,93,100,18,4,2782,3022,"[(93, ""'String toHtml(Node d) {\\n        try {\\n            if (d == null) return FAILED_HTML;\\n            return d.getClockDifference().toHtml();\\n        } catch (IOException | InterruptedException e) {\\n            return FAILED_HTML;\\n        }\\n    }'"")]"
equals,core/src/main/java/hudson/FilePath.java:860:11::hudson.FilePath.boolean equals(Objecto),FilePath.java,core/src/main/java/hudson/FilePath.java,860,869,11,4,34432,34716,"[(860, ""'boolean equals(Object o) {\\n        if (this == o) return true;\\n        if (o == null || getClass() != o.getClass()) return false;\\n\\n        FilePath that = (FilePath) o;\\n\\n        if (!Objects.equals(channel, that.channel)) return false;\\n        return remote.equals(that.remote);\\n\\n    }'"")]"
